id_product,nombre_prestashop,nombre_erp,referencia,ean13,codigo_match,unidad_erp,unidad_mariadb_inferida,factor_conversion_precio,inventario_erp_192_168_0_231,inventario_para_mariadb,inventario_mariadb,pendiente,final_sync,precio_mariadb,precio_erp,precio_para_mariadb,otras_listas_precios_erp,servidor_sync,accion
7263,"Pasta de Fideos  San Remo X1000gr","SANREMO FIDEOS 1KL PACX12U","12035","7702020042796","7702020042796","UND","UND",1.000000,270,270,273,0,270,4380.95,4600.00,4600.00,"Lista 1: 4600.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7264,"Pasta Concha San Remo X 1000gr","SANREMO CONCHA 1KL PACX12U","27739","7702020042765","7702020042765","UND","UND",1.000000,149,149,147,0,149,4380.95,4600.00,4600.00,"Lista 1: 4600.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7265,"Pasta Lasagna Monticello X400gr","","22115","770208521606","22115","","",1.000000,SIN_MATCH,SIN_MATCH,19,0,SIN_MATCH,11932.77,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7266,"Pasta Penne Rigate  Monticello X1000gr","MONTICELLO PENNERIGATE 1KL PACX6U","26411","7702085005453","7702085005453","UND","UND",1.000000,0,0,0,0,0,13714.29,14400.00,14400.00,"Lista 1: 14400.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7267,"Avena Quaker Hojuelas Original  X460gr","AVENA QUAKER HOJUELA 460G","27687","7702193101306","7702193101306","UND","UND",1.000000,0,0,0,0,0,4714.29,4950.00,4950.00,"Lista 1: 4950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7268,"Aceite Cooratiendas X3 litros","ACEITE COORATIENDAS 3LT MEZCLA VEGETAL","28834","7703672005252","7703672005252","FCO","FCO",1.000000,0,0,0,0,0,19663.87,23400.00,23400.00,"Lista 1: 23400.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7269,"Aceite Cooratiendas X900ml","ACEITE COORATIENDAS 900ML MEZCLA VEGETAL","28837","7703672005191","7703672005191","FCO","FCO",1.000000,0,0,0,0,0,7058.82,8400.00,8400.00,"Lista 1: 8400.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7271,"Aceite MazorcaOro X3 litros","ACEITE MAZORCAORO 3LT MEZCLA VEGETAL CJX6U","3471","7702161302155","7702161302155","UND","UND",1.000000,25,25,25,0,25,27310.92,32500.00,32500.00,"Lista 1: 32500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7272,"Salsa de Tocineta  Aderezo X 200gr","SALSA TOCINETA ADEREZO 200G","16805","7702889005550","7702889005550","UND","UND",1.000000,0,0,0,0,0,6554.62,7800.00,7800.00,"Lista 1: 7800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7273,"Salsa de Tomate Fruco pague X800gr lleve X1000gr","SALSA TOMATE FRUCO P800G L1000G DOYPACK","13585","7702047041482","7702047041482","OFE","OFE",1.000000,103,103,102,0,103,17605.04,20950.00,20950.00,"Lista 1: 20950.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7274,"Salsa de Tomate Fruco X 600gr","SALSA TOMATE FRUCO 600G","13795","7702047137994","7702047137994","UND","UND",1.000000,90,90,90,0,90,14705.88,17500.00,17500.00,"Lista 1: 17500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7275,"Salsa Showy Original X400gr","SALSA SHOWI ZAFRAN 400G ORIGINAL","25445","7707249595832","7707249595832","UND","UND",1.000000,0,0,0,0,0,10756.30,12800.00,12800.00,"Lista 1: 12800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7276,"Salsa Showy Ajo X200gr","","25444","7702056358225","25444","","",1.000000,SIN_MATCH,SIN_MATCH,3,0,SIN_MATCH,6554.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7277,"Salsa Estilo Guacamole Zafran X200gr","SALSA GUACAMOLE ZAFRAN 200G","25446","7707249599229","7707249599229","UND","UND",1.000000,0,0,0,0,0,7310.92,8700.00,8700.00,"Lista 1: 8700.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7278,"Vinagreta Cesar San Jorge X 200gr","V/GRETA SANJ 200G CESAR","28729","7702014677133","7702014677133","UND","UND",1.000000,82,82,83,0,82,4705.88,5600.00,5600.00,"Lista 1: 5600.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7279,"vena Quaker Sin Gluten X800gr","AVENA QUAKER HOJUELA 800G SIN GLUTEN","27902","7702193101337","7702193101337","UND","UND",1.000000,54,54,53,0,54,12666.67,13300.00,13300.00,"Lista 1: 13300.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7280,"Avena SuDespensa Sin Gluten X800gr","AVENA SUDESPENSA HOJUELA 800G SIN GLUTEN","6567","7707309255720","7707309255720","UND","UND",1.000000,1,1,2,0,1,8761.90,9200.00,9200.00,"Lista 1: 9200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7281,"Vinagre Balsámico La Coruña X200ml","","18300","770231464206","18300","","",1.000000,SIN_MATCH,SIN_MATCH,42,0,SIN_MATCH,9915.97,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7282,"Ajo El Rey X240gr","AJO REY 240G PASTA FRASCO","4371","7702175112139","7702175112139","FCO","FCO",1.000000,61,61,61,0,61,4285.71,5100.00,5100.00,"Lista 1: 5100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7283,"Vinagre Blanco Dcosech X3000ml","VINAGRE DECOSECHA 3LT BLANCO","27418","7708566677829","7708566677829","FCO","FCO",1.000000,0,0,0,0,0,4285.71,5100.00,5100.00,"Lista 1: 5100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7284,"Panela Delmelao X450gr","","20016","770734630013","20016","","",1.000000,SIN_MATCH,SIN_MATCH,455,0,SIN_MATCH,3500.00,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7285,"Mantequilla Colanta Sin Sal X125gr","MANTEQUILLA COLANTA SIN SAL 125G","19497","7702129030267","7702129030267","UND","UND",1.000000,47,47,44,0,47,6890.76,8200.00,8200.00,"Lista 1: 8200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7286,"Mantequilla Colanta con Sal X150gr","MANTEQUILLA COLANTA SAL 125G","19496","7702129030243","7702129030243","UND","UND",1.000000,37,37,38,0,37,6890.76,8200.00,8200.00,"Lista 1: 8200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7287,"Mantequilla Superior con sal X 125gr","MANTEQUILLA SUPERIOR SAL 125G","27506","7702298000108","7702298000108","UND","UND",1.000000,1,1,1,0,1,4873.95,5800.00,5800.00,"Lista 1: 5800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7288,"Mantequiilla Superior con sal  X400gr","MANTEQUILLA SUPERIOR SAL 500G","27908","7702298000122","7702298000122","UND","UND",1.000000,9,9,9,0,9,16050.42,19100.00,19100.00,"Lista 1: 19100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7290,"Crema de Champiñones Maggi  X58gr","CREMA SOPERA 42.5G 3P CHAMPIÑON DISX18U","2366","7702354930929","7702354930929","UND","UND",1.000000,127,127,127,0,127,1344.54,1600.00,1600.00,"Lista 1: 1600.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7291,"Tortillas de Avena Bimbo X6 unidades X 180gr","TORTILLA BIMBO 180G AVENA M 6U","13346","7705326053275","7705326053275","UND","UND",1.000000,0,0,0,0,0,5294.12,6300.00,6300.00,"Lista 1: 6300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7292,"Sopa Nissi Ramen X255gr X3 unidades","SOPA NISSI 255G SURTIDO 3U","18839","7707358833436","7707358833436","PAQ","PAQ",1.000000,245,245,246,0,245,6554.62,7800.00,7800.00,"Lista 1: 7800.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7293,"Crema de Ajiaco La Sopera X41.5gr","CREMA SOPERA 42.5G 3P AJIACO DISX18U","2365","7702354112318","7702354112318","UND","UND",1.000000,34,34,54,0,34,1344.54,1600.00,1600.00,"Lista 1: 1600.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7294,"Caldo Doña Gallina Cubo X12 unidades","CALDO DOÑA GALLINA 126G 12U CUBO","23137","7702354949761","7702354949761","CJA","CJA",1.000000,26,26,26,0,26,4369.75,5200.00,5200.00,"Lista 1: 5200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7295,"Sopa Maggi Sancocho X60gr","SOPA MAGGI 60G SANCOCHO DISX24U","28028","7702024212904","7702024212904","UND","UND",1.000000,55,55,67,0,55,2100.84,2500.00,2500.00,"Lista 1: 2500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7296,"Caldo Gallina Pague 12 lleve 14 X154gr","CALDO MAGGI 154G GALLINA P12 L14 CUBO","22740","7702024040620","7702024040620","UND","UND",1.000000,0,0,0,0,0,4369.75,5200.00,5200.00,"Lista 1: 5200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7297,"Sopa Maggi Gallina con Fideos X52gr","SOPA MAGGI 52G GALLINA FIDEOS DISX24U","14224","7702024015215","7702024015215","UND","UND",1.000000,68,68,70,0,68,1756.30,2090.00,2090.00,"Lista 1: 2090.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7298,"Aji El Buen Sabor X100gr","AJI BUENSABOR 100G","25854","7709963825806","7709963825806","FCO","FCO",1.000000,32,32,32,0,32,1932.77,2300.00,2300.00,"Lista 1: 2300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7299,"Aji El Buen Sabor X250gr","AJI BUENSABOR 250G","25954","7709303560329","7709303560329","FCO","FCO",1.000000,53,53,53,0,53,3319.33,3950.00,3950.00,"Lista 1: 3950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7300,"Pasta de Adobo El Buen Sabor X100gr","ADOBO BUENSABOR 100G","25953","7709865693060","7709865693060","FCO","FCO",1.000000,58,58,59,0,58,1554.62,1850.00,1850.00,"Lista 1: 1850.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7301,"Doña Gallina Cubo  X 8 unidades","CALDO DOÑA GALLINA 84G 8U CUBO","23654","7702354949839","7702354949839","CJA","CJA",1.000000,0,0,0,0,0,3193.28,3800.00,3800.00,"Lista 1: 3800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7302,"Salsa de piña La Constancia X200gr","SALSA PIÑA CONSTANCIA 200G DOYPACK","5625","7702097039774","7702097039774","UND","UND",1.000000,46,46,47,0,46,4915.97,5850.00,5850.00,"Lista 1: 5850.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7303,"Syrup Angeli Miel X400gr","SYRUP ANGELITA 400G","26343","7709990011609","7709990011609","FCO","FCO",1.000000,1,1,1,0,1,11952.38,12550.00,12550.00,"Lista 1: 12550.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7304,"Mantequilla Alpina con sal X250gr","","25567","770200102093","25567","","",1.000000,SIN_MATCH,SIN_MATCH,16,0,SIN_MATCH,16386.55,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7305,"Crema Maggi Choclo X90gr","CREMA MAGGI 90G CHOCLO DISX24U","23389","7702024534044","7702024534044","UND","UND",1.000000,24,24,39,0,24,2268.91,2700.00,2700.00,"Lista 1: 2700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7306,"Crema Maggi Champiñones X56gr","CREMA MAGGI 58G CHAMPIÑON DISX24U","3011","7702024169291","7702024169291","UND","UND",1.000000,81,81,81,0,81,2773.11,3300.00,3300.00,"Lista 1: 3300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7307,"Cereal Kellogg`s Froot Loops X250gr","CEREALES KELLOGGS 250G FROOT LOOPS BOLSA","22135","7702103123787","7702103123787","UND","UND",1.000000,0,0,0,0,0,14243.70,16950.00,16950.00,"Lista 1: 16950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7308,"Sopa Maggi Costillas Fideos X65gr","SOPA MAGGI 65G COSTILLA FIDEOS DISX24U","19389","7702024015307","7702024015307","UND","UND",1.000000,61,61,61,0,61,1764.71,2100.00,2100.00,"Lista 1: 2100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7310,"Chía Doria X250gr","CHIA DORIA 250G GRANO","27436","7702085005132","7702085005132","UND","UND",1.000000,0,0,0,0,0,15882.35,18900.00,18900.00,"Lista 1: 18900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7311,"Linaza Doria X250gr Molida","LINAZA DORIA 250G MOLIDA","26453","7702085005170","7702085005170","UND","UND",1.000000,0,0,0,0,0,7333.33,7700.00,7700.00,"Lista 1: 7700.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7312,"Linaza Karavansay X500gr Molida","LINAZA KARAVANSAY 500G MOLIDA","28463","7707357440741","7707357440741","UND","UND",1.000000,22,22,22,0,22,13323.81,13990.00,13990.00,"Lista 1: 13990.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7313,"Quinoa Doria X200gr en Hojuelas","QUINUA DORIA 200G HOJUELA","26452","7702085003480","7702085003480","UND","UND",1.000000,0,0,0,0,0,8380.95,8800.00,8800.00,"Lista 1: 8800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7314,"Quinoa Doria X250gr Molida","QUINUA DORIA 300G MOLIDA","26451","7702085003497","7702085003497","UND","UND",1.000000,0,0,0,0,0,8380.95,8800.00,8800.00,"Lista 1: 8800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7315,"Atún Isabel X142gr Aceite Girasol","ATUN ISABEL 142G ACEITE GIRASOL","27896","8410111009441","8410111009441","UND","UND",1.000000,92,92,93,0,92,6176.47,7350.00,7350.00,"Lista 1: 7350.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7316,"Atún Isabel X142gr Agua","ATUN ISABEL 142G AGUA","23409","8410111009465","8410111009465","UND","UND",1.000000,50,50,48,0,50,6218.49,7400.00,7400.00,"Lista 1: 7400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7317,"Atún MiDia Trozo X 140gr Aceite","ATUN MIDIA TROZO 140G ACE","26599","7700149205931","7700149205931","UND","UND",1.000000,119,119,128,0,119,4033.61,4800.00,4800.00,"Lista 1: 4800.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7318,"Atun Pan Trozos Agua X150gr","ATUN PAN 150G AGUA","27432","7702084900131","7702084900131","UND","UND",1.000000,363,363,346,0,363,5378.15,6400.00,6400.00,"Lista 1: 6400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7319,"Salchicha Bary Viena X150gr","","8384","7703439081942","8384","","",1.000000,SIN_MATCH,SIN_MATCH,28,0,SIN_MATCH,4789.92,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7320,"Frijol San Jorge Antioqueños Tocineta X300gr","","21855","770201433298","21855","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,10672.27,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7321,"Frijol San Jorge Plátano Maduro X300gr","FRIJOL SANJORGE 300G PLATANO MADURO","2267","7702014684506","7702014684506","UND","UND",1.000000,0,0,0,0,0,9915.97,11800.00,11800.00,"Lista 1: 11800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7322,"Aceituna La Coruña Deshuesadas X200gr","ACEITUNA LA CORUÑA 200G DESHUESADA","27696","7702312648064","7702312648064","UND","UND",1.000000,0,0,1,0,0,5042.02,6000.00,6000.00,"Lista 1: 6000.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7323,"Aceitunas La Coruña Deshuesadas X250gr","ACEITUNA LA CORUÑA 250G DESHUESADA","28061","7702312050027","7702312050027","FCO","FCO",1.000000,18,18,19,0,18,6470.59,7700.00,7700.00,"Lista 1: 7700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7325,"Champiñón Tajado  Zenú  X230gr","CHAMPIÑON ZENU 230G CORTADO","28505","7701101360224","7701101360224","FCO","FCO",1.000000,0,0,0,0,0,6974.79,8300.00,8300.00,"Lista 1: 8300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7326,"Champiñon Cortados  La Coruña X280gr","CHAMPIÑON CORUÑA 280G CORTADO","27698","7702312495156","7702312495156","FCO","FCO",1.000000,11,11,10,0,11,7899.16,9400.00,9400.00,"Lista 1: 9400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7327,"Chile Azteca Carne Frijol X600gr","CHILE AZTECA 600G CARNE FRIJOL","22076","7707203590422","7707203590422","OFE","OFE",1.000000,0,0,0,0,0,16638.66,19800.00,19800.00,"Lista 1: 19800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7328,"Frijoles Zenú X300gr","FRIJOL ZENU 300G","28874","7701101362631","7701101362631","TAR","TAR",1.000000,19,19,20,0,19,5378.15,6400.00,6400.00,"Lista 1: 6400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7329,"Frijoles Antioqueños Zenú X310gr","FRIJOL ZENU 310G ANTIOQUEÑO","26948","7701101356715","7701101356715","UND","UND",1.000000,0,0,0,0,0,7142.86,8500.00,8500.00,"Lista 1: 8500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7330,"Palmito La Coruña X400gr Entero","PALMITOS CORUÑA 400G ENTERO","13932","7702312690032","7702312690032","TAR","TAR",1.000000,7,7,7,0,7,16764.71,19950.00,19950.00,"Lista 1: 19950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7331,"Pepinillos Agridulces La Coruña X250gr","PALMITOS CORUÑA 400G ENTERO","13929","7702312690032","7702312690032","TAR","TAR",1.000000,7,7,0,0,7,7899.16,19950.00,19950.00,"Lista 1: 19950.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7332,"Pepinillos en Vinagre La Coruñas X250gr","PEPINILLOS CORUÑA 250G VINAGRE","27695","7702312160016","7702312160016","FCO","FCO",1.000000,0,0,0,0,0,6806.72,8100.00,8100.00,"Lista 1: 8100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7333,"Tomate Colavita X400gr","TOMATE COLAVITA 400G PELADO ENTERO LATA","28090","8001876003012","8001876003012","TAR","TAR",1.000000,0,0,0,0,0,10882.35,12950.00,12950.00,"Lista 1: 12950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7334,"Tosh Almendra Avena Sin Azúcar X1000ml","TOSH 1000ML ALMENDRA AVENA","24287","7441163412461","7441163412461","UND","UND",1.000000,0,0,0,0,0,13865.55,16500.00,16500.00,"Lista 1: 16500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7335,"Leche Colanta Deslactosada X1100ml X1 unidad","COLANTA 1100ML DESLACTOSADA 1U","21213","7702129003407","7702129003407","UND","UND",1.000000,25,25,26,0,25,5300.00,5300.00,5300.00,"Lista 1: 5300.00000000",192.168.0.231,ACTUALIZAR_STOCK
7337,"Leche de Coco Badia X400ml Lata","","24497","033844002619","24497","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,16714.29,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7338,"Leche Entera Colanta X1100ml X1 unidad","COLANTA 1100ML ENTERA 1U","22209","7702129003650","7702129003650","UND","UND",1.000000,127,127,143,0,127,5300.00,5300.00,5300.00,"Lista 1: 5300.00000000",192.168.0.231,ACTUALIZAR_STOCK
7339,"Huevos Gallina Feliz X18 unidades","HUEVO GALLINA FELIZ 18U B","27457","7702420180104","7702420180104","UND","UND",1.000000,17,17,16,0,17,21200.00,21200.00,21200.00,"Lista 1: 21200.00000000",192.168.0.231,ACTUALIZAR_STOCK
7341,"Leche Alpina Entera X1100ml X1unidad","","5097","5097","5097","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,6500.00,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7342,"Leche el Rodeo X 875gr Lleva Gratis Jarra","","4047","7702024907534","4047","","",1.000000,SIN_MATCH,SIN_MATCH,20,0,SIN_MATCH,36800.00,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7347,"Huevos Santa Reyes X30 Unidades Doble AA","HUEVO SANTAREYES 30U AA","27456","7702420910015","7702420910015","UND","UND",1.000000,58,58,59,0,58,23500.00,23500.00,23500.00,"Lista 1: 23500.00000000",192.168.0.231,ACTUALIZAR_STOCK
7348,"Leche Deslactosada La Esmeralda  X900ml","ESMERALDA 900ML DESLACTOSADA 1U TETRA","27573","7707346000987","7707346000987","UND","UND",1.000000,211,211,210,0,211,3400.00,3400.00,3400.00,"Lista 1: 3400.00000000",192.168.0.231,ACTUALIZAR_STOCK
7350,"Tosh Granola Crunchy Fresa X500gr","TOSH CEREALES 500G CRUNCHY FRESA CAJA","28659","7702007036602","7702007036602","UND","UND",1.000000,14,14,21,0,14,21596.64,25700.00,25700.00,"Lista 1: 25700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7351,"Cereal Kellogg´s  Froot Loops X450gr","CEREALES KELLOGGS 450G FROOT LOOPS CAJA","27905","7702103080585","7702103080585","CJA","CJA",1.000000,34,34,34,0,34,20084.03,23900.00,23900.00,"Lista 1: 23900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7352,"Cereal Chocapic Mix X310gr","CEREALES NESTLE 310G CHOCAPIC CAJA MIX","28833","8445291767638","8445291767638","CJA","CJA",1.000000,15,15,16,0,15,13697.48,16300.00,16300.00,"Lista 1: 16300.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7353,"Cereal Kellogg´s  Chocokrispis  X260gr","","28757","3128980","28757","","",1.000000,SIN_MATCH,SIN_MATCH,41,0,SIN_MATCH,11176.47,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7354,"Cereal Kellogg´s  Chocokrispis  X360gr","CEREALES KELLOGGS 360G CHOCOKRISPIS BOLSA","16440","7702103123695","7702103123695","UND","UND",1.000000,35,35,36,0,35,15924.37,18950.00,18950.00,"Lista 1: 18950.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7355,"Pan Bimbo Perro X405gr X6 unidades Dorado","","28660","6629166","28660","","",1.000000,SIN_MATCH,SIN_MATCH,17,0,SIN_MATCH,8000.00,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7356,"Café Matiz Ámbar X454gr","","28907","2120147","28907","","",1.000000,SIN_MATCH,SIN_MATCH,33,0,SIN_MATCH,38000.00,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7358,"Galletas Saltin Noel X9 unidades X 216gr","SALTIN 216G TRADICIONAL 9U","26334","7702025136001","7702025136001","PAQ","PAQ",1.000000,0,0,0,0,0,5378.15,6400.00,6400.00,"Lista 1: 6400.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7359,"Dona Bimbo X55gr Chocolate","","18249","770532088307","18249","","",1.000000,SIN_MATCH,SIN_MATCH,23,0,SIN_MATCH,2941.18,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7360,"Ponquecitos Comapan X10 unidades","","26367","7702007205503","26367","","",1.000000,SIN_MATCH,SIN_MATCH,53,0,SIN_MATCH,7521.01,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7361,"Pan Comapan X450gr GoodMan Integral","PAN COMAPAN 450G INTEGRAL GOODMAN","28646","7702432356788","7702432356788","UND","UND",1.000000,10,10,16,0,10,4100.00,4100.00,4100.00,"Lista 1: 4100.00000000",192.168.0.231,ACTUALIZAR_STOCK
7362,"Ponqué Bimbo Lonchera Submarino X6 unidades X204gr","PONQUE BIMBO SUBMARINO 204G SURTIDO 6U","25951","7705326081223","7705326081223","PAQ","PAQ",1.000000,19,19,19,0,19,7647.06,9100.00,9100.00,"Lista 1: 9100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7363,"Café Juan Valdez X340gr Molido Cumbre","TOBRAMICINA 5ML SOLUCION OFTALMICA 0.3%/0.1% MEMPHIS","27844","7704412000100","7704412000100","FCO","FCO",1.000000,0,0,51,0,0,41142.86,36200.00,36200.00,"Lista 1: 36200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7364,"Galletas Wafer Noel Baileys X120gr Cubo","WAFER BAILEYS CUBOS 120G","19791","7702025150021","7702025150021","UND","UND",1.000000,0,0,0,0,0,7142.86,8500.00,8500.00,"Lista 1: 8500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7365,"Saltinas Dore Paga 5 Lleva 6 X630gr","","25563","7702024412165","25563","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,9831.93,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
7366,"Café Nescafe Descaf X100gr","CAFE NESCAFE  100G DESCAFEINADO","23744","761303675273","23744","FCO","FCO",1.000000,25,25,25,0,25,20761.90,21800.00,21800.00,"Lista 1: 21800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7367,"Brownie Mama-ia Mini X180gr X10 unidades","BROWNIE MAMAIA MINI 180G CHOCOLATE 10U","24476","7702020101639","7702020101639","UND","UND",1.000000,17,17,17,0,17,9663.87,11500.00,11500.00,"Lista 1: 11500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7370,"Brownie Mama-ia Mini X180gr X10 unidades MYM","BROWNIE MAMAIA MINI 180G M&M 10U","24304","7702020101691","7702020101691","UND","UND",1.000000,5,5,6,0,5,12184.87,14500.00,14500.00,"Lista 1: 14500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7371,"Festival Meteo Acido X360gr X12 unidades","FESTIVAL 360G METEORITO ACIDO 12U","13527","7702025151547","7702025151547","UND","UND",1.000000,0,0,0,0,0,10252.10,12200.00,12200.00,"Lista 1: 12200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7372,"Bianchi Cooki Crema X48gr","BIANCHI 48G COOKIES CREAM","28723","7702993048962","7702993048962","UND","UND",1.000000,18,18,18,0,18,2100.84,2500.00,2500.00,"Lista 1: 2500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7373,"Cafe Matiz Baileys X240gr","DESODORANTE LADY SPEED STICK SPRAY 91G CARBON ABSORB MEN 2U","25080","7509546690803","7509546690803","OFE","OFE",1.000000,0,0,15,0,0,29142.86,35300.00,35300.00,"Lista 1: 35300.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
7374,"Cereal Corn Flakes Sin Gluten X740gr","CEREALES NESTLE 740G CORNFLAKES SIN GLUTEN BOLSA","17210","7506475117692","7506475117692","OFE","OFE",1.000000,24,24,24,0,24,23025.21,27400.00,27400.00,"Lista 1: 27400.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7376,"Gomas Trululu Aros X70gr","GOMAS TRULULU 70G AROS","27976","7702993051801","7702993051801","UND","UND",1.000000,0,0,0,0,0,1848.74,2200.00,2200.00,"Lista 1: 2200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
7377,"Bianchi Choco Galleta X55gr","","28724","3046579","28724","","",1.000000,SIN_MATCH,SIN_MATCH,51,0,SIN_MATCH,2100.84,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
